"Name","Position","Team","GP","GS","MIN","PTS","OR","DR","REB","AST","STL","BLK","TO","PF","AST/TO","PER","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","2PM","2PA","2P%","SC-EFF","SH-EFF"
"Trae Young","PG","atl",76,76,34.9,28.4,0.7,3.1,3.7,9.7,0.9,0.1,4,1.7,2.4,25.48,9.4,20.3,46,3.1,8,38.2,6.6,7.3,90.4,6.3,12.3,51.2,1.396,0.54
"John Collins","PF","atl",54,53,30.8,16.2,1.7,6.1,7.8,1.8,0.6,1,1.1,3,1.6,18.75,6.3,11.9,52.6,1.2,3.3,36.4,2.5,3.1,79.3,5.1,8.7,58.8,1.36,0.58
"Bogdan Bogdanovic","SG","atl",63,27,29.3,15.1,0.5,3.5,4,3.1,1.1,0.2,1.1,2.1,2.8,15.49,5.4,12.6,43.1,2.7,7.3,36.8,1.5,1.8,84.3,2.7,5.3,51.6,1.196,0.54
"De'Andre Hunter","SF","atl",53,52,29.8,13.4,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9,1,10.66,4.8,10.8,44.2,1.4,3.7,37.9,2.4,3.1,76.5,3.4,7.2,47.4,1.233,0.51
"Kevin Huerter","SG","atl",74,60,29.6,12.1,0.4,3,3.4,2.7,0.7,0.4,1.2,2.5,2.2,11.91,4.7,10.3,45.4,2.2,5.6,38.9,0.6,0.7,80.8,2.5,4.7,53,1.174,0.56
"Cam Reddish","SF","atl",34,7,23.4,11.9,0.6,1.9,2.5,1.1,1,0.3,1.3,1.3,0.9,12.85,4.1,10.1,40.2,1.7,4.5,37.9,2.1,2.4,90,2.4,5.6,42.1,1.184,0.49
"Danilo Gallinari","F","atl",66,18,25.3,11.7,0.5,4.1,4.7,1.5,0.4,0.2,0.6,1.4,2.7,14.35,3.9,9,43.4,1.7,4.5,38.1,2.1,2.4,90.4,2.2,4.6,48.5,1.291,0.53
"Cameron Oliver","F","atl",2,0,21.5,11.5,1,2,3,1.5,0.5,0.5,0,2.5,Inf,21.49,5,7.5,66.7,0.5,1.5,33.3,1,1.5,66.7,4.5,6,75,1.533,0.7
"Clint Capela","C","atl",74,73,27.6,11.1,3.8,8.1,11.9,1.2,0.7,1.3,0.6,2.2,2.1,21.43,5,8.2,61.3,0,0,0,1.1,2.3,47.3,5,8.1,61.4,1.358,0.61
"Chaundee Brown Jr.","G","atl",3,2,27.7,9.7,0.3,4.3,4.7,1.3,0.7,0,0,2.3,Inf,10.3,3,8.3,36,2,5,40,1.7,2,83.3,1,3.3,30,1.16,0.48
"Onyeka Okongwu","PF","atl",48,6,20.7,8.2,2.4,3.5,5.9,1.1,0.6,1.3,0.9,3.1,1.2,19.89,3.3,4.7,69,0,0,0,1.7,2.3,72.7,3.3,4.7,69,1.735,0.69
"Wes Iwundu","SF","atl",3,1,27.3,7.3,1,3.3,4.3,0,0.3,0,0.3,2.7,0,7.18,2.7,6,44.4,1,1.7,60,1,1.3,75,1.7,4.3,38.5,1.222,0.53
"Lou Williams","SG","atl",56,0,14.3,6.3,0.3,1.3,1.6,1.9,0.5,0.1,0.8,0.9,2.4,12.17,2.2,5.7,39.1,0.7,1.8,36.3,1.2,1.4,85.9,1.6,3.9,40.4,1.106,0.45
"Malcolm Hill","F","atl",3,0,15.3,5.7,0.7,1.3,2,0.3,1.3,0.3,0,2.3,Inf,19.01,1.7,2.7,62.5,1,1.7,60,1.3,1.3,100,0.7,1,66.7,2.125,0.81
"Delon Wright","SG","atl",77,8,18.9,4.4,0.6,2.2,2.9,2.4,1.2,0.2,0.6,0.7,4.2,13.81,1.6,3.5,45.4,0.6,1.5,37.9,0.7,0.8,85.7,1,2,51,1.271,0.54
"Timothe Luwawu-Cabarrot","SG","atl",52,18,13.2,4.4,0.3,1.3,1.6,0.8,0.3,0.1,0.4,1.5,2,9.36,1.4,3.6,39.8,0.8,2.3,36.1,0.7,0.8,85.4,0.6,1.2,46.9,1.22,0.52
"Gorgui Dieng","C","atl",44,3,8.4,3.5,0.7,2,2.8,0.8,0.3,0.3,0.5,1.2,1.7,17.38,1.2,2.5,47.3,0.7,1.5,42.6,0.4,0.6,73.1,0.5,1,54.5,1.375,0.6
"Skylar Mays","SG","atl",28,5,7.9,2.9,0.2,0.7,0.9,0.6,0.3,0,0.4,0.3,1.7,11.76,1.1,2.3,50,0.3,0.9,32,0.3,0.3,88.9,0.9,1.4,61.5,1.25,0.56
"Kevin Knox II","F","atl",17,0,6.6,2.7,0.4,0.9,1.3,0.4,0.1,0.1,0.1,0.8,3.5,10.04,0.9,2.6,35.6,0.3,1.5,19.2,0.5,0.7,75,0.6,1.1,57.9,1.022,0.41
"Jalen Johnson","SF","atl",22,0,5.5,2.4,0.1,1.1,1.2,0.1,0.1,0.1,0.4,0.4,0.3,11.34,1,1.9,53.7,0.1,0.6,23.1,0.2,0.3,71.4,0.9,1.3,67.9,1.268,0.57
"Lance Stephenson","G","atl",6,0,11.7,1.8,0.2,2.3,2.5,1.8,0,0,0.7,1.3,2.8,4.53,0.8,2.2,38.5,0,0.5,0,0.2,0.3,50,0.8,1.7,50,0.846,0.38
"Solomon Hill","SF","atl",13,1,10.7,0.6,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,12,3.3,0.2,1.5,15,0.2,1,15.4,0,0,0,0.1,0.5,14.3,0.4,0.2
"Sharife Cooper","PG","atl",13,0,3,0.5,0,0.4,0.4,0.4,0,0,0.4,0.1,1,-5.39,0.2,1.1,21.4,0.1,0.5,16.7,0,0,0,0.2,0.6,25,0.5,0.25
"Cat Barber","G","atl",3,0,4.3,0,0.3,0.7,1,1,0,0,0.3,0.3,3,-11.22,0,1.3,0,0,0,0,0,1.3,0,0,1.3,0,0,0
"Jayson Tatum","SF","bos",76,76,35.9,26.9,1.1,6.9,8,4.4,1,0.6,2.9,2.3,1.5,21.87,9.3,20.6,45.3,3,8.6,35.3,5.3,6.2,85.3,6.3,12,52.4,1.308,0.53
"Jaylen Brown","SG","bos",66,66,33.6,23.6,0.8,5.3,6.1,3.5,1.1,0.3,2.7,2.5,1.3,18.98,8.7,18.4,47.3,2.5,7,35.8,3.7,4.8,75.8,6.2,11.4,54.4,1.281,0.54
"Dennis Schroder","PG","bos",49,25,29.2,14.4,0.6,2.8,3.3,4.2,0.8,0.1,2.1,2.4,2,13.55,5.2,11.9,44,1.4,3.9,34.9,2.5,3,84.8,3.9,8,48.5,1.205,0.5
"Marcus Smart","PG","bos",71,71,32.3,12.1,0.6,3.2,3.8,5.9,1.7,0.3,2.2,2.3,2.6,13.67,4.2,10.1,41.8,1.7,5.1,33.1,2,2.5,79.3,2.5,5,50.6,1.199,0.5
"Derrick White","PG","bos",26,4,27.4,11,0.5,2.8,3.3,3.5,0.6,0.6,1.2,2.2,3,13.01,3.6,8.8,40.9,1.3,4.3,30.6,2.5,2.9,85.3,2.3,4.6,50.4,1.243,0.48
"Al Horford","C","bos",69,69,29.1,10.2,1.6,6.1,7.7,3.4,0.7,1.3,0.9,1.9,3.6,16.71,3.9,8.2,46.7,1.3,3.8,33.6,1.2,1.4,84.2,2.6,4.4,58.2,1.232,0.55
"Robert Williams III","C","bos",61,61,29.6,10,3.9,5.7,9.6,2,0.9,2.2,1,2.2,1.9,22.1,4.4,6,73.6,0,0,0,1.1,1.5,72.2,4.4,6,73.8,1.649,0.74
"Josh Richardson","SG","bos",44,0,24.7,9.7,0.6,2.3,2.8,1.5,0.8,0.5,0.9,1.9,1.7,12.2,3.5,7.8,44.3,1.4,3.5,39.7,1.4,1.6,85.9,2,4.3,48.1,1.245,0.53
"Daniel Theis","C","bos",21,6,18.7,7.9,1.3,3.4,4.7,1,0.4,0.7,0.7,2.3,1.4,17.19,3.2,5.3,59.8,0.5,1.3,35.7,1,1.5,68.8,2.7,4,67.9,1.482,0.64
"Grant Williams","PF","bos",77,21,24.4,7.8,0.8,2.7,3.6,1,0.5,0.7,0.8,2.4,1.3,11.26,2.7,5.6,47.5,1.4,3.4,41.1,1.1,1.2,90.5,1.3,2.3,56.9,1.394,0.6
"Payton Pritchard","PG","bos",71,2,14.1,6.2,0.5,1.4,1.9,2,0.3,0.1,0.6,0.9,3.4,14.95,2.3,5.3,42.9,1.4,3.5,41.2,0.3,0.3,100,0.8,1.8,46.1,1.185,0.56
"Romeo Langford","SG","bos",44,5,16.5,4.7,0.7,1.7,2.4,0.4,0.5,0.4,0.4,1,1.2,9.32,1.8,4.2,42.9,0.7,1.9,34.9,0.5,0.8,58.8,1.1,2.3,49.5,1.125,0.51
"Jabari Parker","PF","bos",12,0,9.3,4.4,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1,0.8,14.86,1.5,3.2,47.4,0.7,1.3,50,0.8,0.8,100,0.8,1.8,45.5,1.395,0.58
"Aaron Nesmith","SF","bos",52,3,11,3.8,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3,0.7,7.35,1.4,3.5,39.6,0.6,2.2,27,0.4,0.5,80.8,0.8,1.3,61.2,1.077,0.48
"Enes Freedom","C","bos",35,1,11.7,3.7,1.7,2.8,4.6,0.2,0.1,0.4,0.6,1.2,0.4,15.03,1.5,2.8,52.6,0.1,0.1,40,0.7,0.8,85.7,1.4,2.6,53.3,1.32,0.54
"Matt Ryan","F","bos",1,0,5,3,0,0,0,0,1,0,0,0,0,3.56,1,5,20,1,5,20,0,0,0,0,0,0,0.6,0.3
"Sam Hauser","SF","bos",26,0,6.1,2.5,0.2,0.9,1.1,0.4,0,0.1,0.1,0.3,5,14.8,0.9,1.9,46,0.7,1.7,43.2,0,0,0,0.2,0.2,66.7,1.3,0.65
"Luke Kornet","F","bos",12,0,7.1,2.2,0.8,1.3,2.1,0.7,0.3,0.2,0,0.6,Inf,19.42,1,1.8,57.1,0,0.3,0,0.2,0.3,66.7,1,1.4,70.6,1.238,0.57
"Joe Johnson","G","bos",1,0,2,2,0,0,0,0,0,0,0,0,0,38.92,1,1,100,0,0,0,0,0,0,1,1,100,2,1
"Justin Jackson","F","bos",1,0,2,2,0,0,0,0,0,0,0,0,0,22.67,0,1,0,0,0,0,2,2,100,0,1,0,2,0
"Malik Fitts","F","bos",8,0,3.5,1.9,0.3,0.6,0.9,0.6,0,0,0,0.1,Inf,26.15,0.8,1.3,60,0.4,0.8,50,0,0,0,0.4,0.5,75,1.5,0.75
"Brodric Thomas","G","bos",12,0,5,1.8,0.2,0.7,0.8,0.9,0.1,0.1,0.5,0.6,1.8,10.05,0.7,1.5,44.4,0.2,0.8,22.2,0.3,0.4,60,0.5,0.8,66.7,1.167,0.5
"Nik Stauskas","G","bos",6,0,2.5,1.2,0,0,0,0.2,0,0,0.2,0,1,6.25,0.3,1,33.3,0.3,1,33.3,0.2,0.3,50,0,0,0,1.167,0.5
"Juancho Hernangomez","F","bos",18,0,5.3,1.1,0.5,0.9,1.4,0.2,0.2,0.1,0.3,0.4,0.5,3.8,0.3,1.5,18.5,0.2,1,16.7,0.3,0.5,66.7,0.1,0.5,22.2,0.704,0.24
"Bruno Fernando","F","bos",20,0,2.9,1,0.4,0.4,0.8,0.2,0,0.2,0.3,0.3,0.8,12.63,0.4,0.7,50,0.1,0.1,100,0.2,0.3,80,0.3,0.7,46.2,1.357,0.54
"CJ Miles","G","bos",1,0,2,0,0,0,0,0,0,0,0,1,0,-7.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kelan Martin","SG","bos",3,0,2,0,0.3,0.3,0.7,0,0,0,0,0,0,-11.27,0,1,0,0,0.3,0,0,0,0,0,0.7,0,0,0
"Juwan Morgan","F","bos",1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kevin Durant","PF","bkn",55,55,37.2,29.9,0.5,6.9,7.4,6.4,0.9,0.9,3.5,2.1,1.8,25.69,10.5,20.3,51.8,2.1,5.5,38.3,6.8,7.4,91,8.4,14.8,56.8,1.474,0.57
"Kyrie Irving","PG","bkn",29,29,37.7,27.4,0.6,3.8,4.4,5.8,1.4,0.6,2.5,2.8,2.3,21.49,10,21.2,46.9,3.4,8.2,41.8,4.1,4.4,91.5,6.5,13,50.1,1.292,0.55
"James Harden","SG","bkn",44,44,37,22.5,1,7,8,10.2,1.3,0.7,4.8,2.4,2.1,20.48,6.6,16,41.4,2.3,7,33.2,6.9,8,86.9,4.3,9.1,47.6,1.402,0.49
"Seth Curry","SG","bkn",19,19,29.9,14.9,0.2,2.4,2.6,2.6,0.9,0.2,1.3,2.5,2,14.61,5.5,11.1,49.3,3.1,6.5,46.8,0.9,1.1,85.7,2.4,4.6,52.9,1.346,0.63
"LaMarcus Aldridge","C","bkn",47,12,22.3,12.9,1.6,3.9,5.5,0.9,0.3,1,0.9,1.7,1,19.69,5.4,9.7,55,0.3,1,30.4,1.9,2.2,87.3,5.1,8.8,57.8,1.325,0.57
"Andre Drummond","C","bkn",24,24,22.3,11.8,3.9,6.4,10.3,1.4,0.9,1,1.5,3,0.9,23.85,5,8.1,61,0,0,0,1.8,3.4,53.7,5,8.1,61.3,1.446,0.61
"Patty Mills","PG","bkn",81,48,29,11.4,0.2,1.7,1.9,2.3,0.6,0.2,0.9,1.4,2.5,10.43,4,9.8,40.8,2.8,7,40,0.6,0.7,81.4,1.2,2.8,42.9,1.162,0.55
"Joe Harris","SF","bkn",14,14,30.2,11.3,0.4,3.6,4,1,0.5,0.1,1.1,2.2,0.9,9.64,4,8.9,45.2,2.9,6.3,46.6,0.4,0.4,83.3,1.1,2.6,41.7,1.274,0.62
"Bruce Brown","SF","bkn",72,45,24.6,9,1.4,3.4,4.8,2.1,1.1,0.7,0.8,2.4,2.6,15.03,3.6,7,50.6,0.5,1.3,40.4,1.3,1.8,75.8,3,5.7,52.9,1.279,0.54
"Nic Claxton","PF","bkn",47,19,20.7,8.7,1.9,3.7,5.6,0.9,0.5,1.1,0.8,2.3,1.1,18.66,3.8,5.6,67.4,0,0,0,1.1,2,58.1,3.8,5.6,67.4,1.553,0.67
"Cam Thomas","SG","bkn",67,2,17.6,8.5,0.2,2.2,2.4,1.2,0.5,0.1,0.8,1,1.4,11.8,3.3,7.5,43.3,0.7,2.6,27,1.3,1.6,82.9,2.6,4.9,52,1.133,0.48
"Goran Dragic","PG","bkn",16,6,25.5,7.3,0.7,2.5,3.2,4.8,0.9,0.2,2.1,2.3,2.3,8.63,2.8,7.3,37.6,0.8,3.1,24.5,1.1,1.4,73.9,2,4.3,47.1,1,0.43
"Blake Griffin","PF","bkn",56,24,17.1,6.4,1.1,3,4.1,1.9,0.5,0.3,0.6,1.7,3.4,13.77,2.4,5.6,42.5,0.7,2.6,26.2,1,1.4,72.4,1.7,3,56.5,1.147,0.49
"Day'Ron Sharpe","C","bkn",32,8,12.2,6.2,2.5,2.5,5,0.5,0.3,0.5,0.9,1.9,0.6,20.74,2.7,4.7,57.7,0.1,0.2,28.6,0.8,1.3,58.5,2.6,4.4,59.2,1.329,0.58
"Kessler Edwards","SF","bkn",48,23,20.6,5.9,0.9,2.7,3.6,0.6,0.6,0.5,0.9,1.8,0.7,8.36,2.3,5.6,41.2,1,2.8,35.3,0.3,0.4,84.2,1.3,2.7,47.3,1.064,0.5
"DeAndre' Bembry","SG","bkn",48,20,19.8,5.8,0.8,2.4,3.2,1.3,1,0.5,0.6,2.2,2,12.47,2.5,4.4,56.8,0.3,0.8,41.7,0.4,0.7,60,2.2,3.7,59.9,1.305,0.6
"James Johnson","PF","bkn",62,10,19.2,5.5,0.8,2.6,3.5,2.1,0.5,0.5,0.8,2.6,2.7,10.29,2.3,5,46.9,0.4,1.4,27.1,0.5,0.9,52.7,2,3.6,54.5,1.107,0.51
"David Duke Jr.","SF","bkn",22,7,15.5,4.7,1.4,1.7,3,0.8,0.6,0.3,0.4,1.6,1.9,10.07,1.8,4.9,36.1,0.4,1.7,24.3,0.8,1,81,1.4,3.2,42.3,0.963,0.4
"Jevon Carter","PG","bkn",46,1,12,3.6,0.2,1.3,1.5,1,0.3,0.2,0.6,1,1.8,6.57,1.3,3.8,33.3,0.9,2.8,33.1,0.2,0.2,70,0.3,1,34,0.948,0.45
"Paul Millsap","PF","bkn",24,0,11.3,3.4,1.2,2.5,3.7,1,0.2,0.5,0.5,2,2.2,11.19,1.3,3.5,37.6,0.3,1.1,22.2,0.5,0.7,70.6,1.1,2.4,44.8,0.965,0.41
"Langston Galloway","SG","bkn",4,0,14.5,3,0.3,1.8,2,1.3,0,0,1.3,1.3,1,1.88,1.3,3.3,38.5,0.5,2,25,0,0,0,0.8,1.3,60,0.923,0.46
"James Ennis III","F","bkn",2,0,7,2.5,1,1.5,2.5,0,0.5,0.5,0,0,0,14.73,1,3.5,28.6,0.5,1,50,0,0,0,0.5,2.5,20,0.714,0.36
"Shaquille Harrison","G","bkn",2,0,11.5,2,0.5,1.5,2,1.5,0.5,0.5,1,1.5,1.5,4.62,1,3,33.3,0,1,0,0,0,0,1,2,50,0.667,0.33
"Wenyen Gabriel","F","bkn",1,0,1,0,0,1,1,0,0,0,0,0,0,11.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Miles Bridges","SF","cha",80,80,35.5,20.2,1.1,5.9,7,3.8,0.9,0.8,1.9,2.4,2,17.97,7.5,15.2,49.1,1.9,5.8,33.1,3.3,4.2,80.2,5.5,9.4,59,1.329,0.55
"LaMelo Ball","PG","cha",75,75,32.3,20.1,1.4,5.2,6.7,7.6,1.6,0.4,3.3,3.2,2.3,19.76,7.2,16.7,42.9,2.9,7.5,38.9,2.8,3.2,87.2,4.2,9.2,46.2,1.203,0.52
"Terry Rozier","SG","cha",73,73,33.7,19.3,0.8,3.5,4.3,4.5,1.3,0.3,1.3,1.6,3.4,17.62,7.1,16,44.4,3,8.1,37.4,2.1,2.4,85.2,4.1,7.9,51.6,1.207,0.54
"Gordon Hayward","SF","cha",49,48,31.9,15.9,0.8,3.8,4.6,3.6,1,0.4,1.7,1.7,2.2,15.11,5.8,12.6,45.9,1.8,4.5,39.1,2.6,3,84.6,4,8.1,49.6,1.261,0.53
"Kelly Oubre Jr.","SG","cha",76,13,26.3,15,1,2.9,4,1.1,1,0.4,0.9,2.5,1.3,15.01,5.4,12.3,44,2.5,7.3,34.5,1.7,2.5,66.7,2.9,5,57.8,1.22,0.54
"Montrezl Harrell","C","cha",25,0,20.9,11.4,2.1,2.8,4.9,2,0.4,0.5,0.9,2,2.2,21.83,4.4,6.9,64.5,0,0.1,0,2.5,3.6,69.2,4.4,6.8,65.3,1.657,0.65
"P.J. Washington","PF","cha",65,28,27.2,10.3,1.3,3.9,5.2,2.3,0.9,0.9,1.3,2.3,1.8,13.6,3.8,8.2,47,1.7,4.6,36.5,0.9,1.2,71.6,2.2,3.6,60.6,1.256,0.57
"Isaiah Thomas","G","cha",17,0,12.9,8.3,0.2,1.1,1.2,1.4,0.4,0.2,0.6,1.3,2.4,16.12,3.1,7.1,43.3,1.4,3.4,39.7,0.8,0.9,93.3,1.7,3.6,46.8,1.175,0.53
"Cody Martin","SF","cha",71,11,26.3,7.7,1.2,2.9,4,2.5,1.2,0.5,0.9,1.6,2.9,12.73,2.9,6,48.2,0.9,2.2,38.4,1.1,1.5,70.1,2,3.7,54.2,1.286,0.55
"Mason Plumlee","C","cha",73,73,24.6,6.5,2.4,5.3,7.7,3.1,0.8,0.7,1.4,3.1,2.3,14.72,2.8,4.4,64.1,0,0,0,0.9,2.3,39.2,2.8,4.4,64.5,1.491,0.64
"Jalen McDaniels","PF","cha",55,2,16.3,6.2,0.7,2.4,3.1,1.1,0.5,0.4,0.7,1.7,1.6,12.78,2.2,4.6,48.4,0.7,2,38,1,1.3,73.6,1.5,2.7,56.2,1.339,0.56
"James Bouknight","SG","cha",31,0,9.8,4.6,0.7,1,1.7,0.8,0.2,0,0.5,0.9,1.7,10.14,1.6,4.5,34.8,0.5,1.6,34.7,0.9,1,87.1,1,3,34.8,1.007,0.41
"Ish Smith","PG","cha",37,1,13.8,4.5,0.3,1.2,1.5,2.6,0.5,0.3,1,0.9,2.7,9.65,2,5,39.5,0.3,0.7,40,0.3,0.5,63.2,1.7,4.3,39.4,0.908,0.42
"Nick Richards","C","cha",50,5,7.3,3,0.7,1,1.7,0.3,0.2,0.4,0.5,1,0.5,15.98,1.2,1.8,66.7,0,0,0,0.6,0.9,69.8,1.2,1.8,66.7,1.667,0.67
"JT Thor","PF","cha",33,0,7.9,2,0.3,1,1.3,0.6,0.2,0.3,0.3,0.8,1.9,9.73,0.7,1.7,43.6,0.2,0.8,25.9,0.4,0.6,60,0.5,0.8,60.7,1.218,0.5
"Vernon Carey Jr.","C","cha",4,1,4.3,2,0.8,0.5,1.3,0,0.3,0,0.3,0.3,0,17.22,0.8,1.5,50,0,0,0,0.5,0.8,66.7,0.8,1.5,50,1.333,0.5
"Kai Jones","PF","cha",21,0,3,1,0.1,0.4,0.5,0.2,0,0.1,0.3,0.4,0.7,9.26,0.4,0.7,64.3,0,0.1,50,0.1,0.4,37.5,0.4,0.6,66.7,1.571,0.68
"Scottie Lewis","SG","cha",2,0,3.5,0.5,0,0,0,0.5,0.5,0,0,0,Inf,14.61,0,0,0,0,0,0,0.5,1,50,0,0,0,0,0
"Arnoldas Kulboka","PF","cha",2,0,2.5,0,0,0,0,0,0,0,0,0.5,0,-10.69,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0
"DeMar DeRozan","SF","chi",76,76,36.1,27.9,0.7,4.4,5.2,4.9,0.9,0.3,2.4,2.3,2.1,23.13,10.2,20.2,50.4,0.7,1.9,35.2,6.8,7.8,87.7,9.5,18.3,52,1.38,0.52
"Zach LaVine","SG","chi",67,67,34.7,24.4,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,1.8,20.08,8.4,17.7,47.6,2.8,7.1,38.9,4.8,5.6,85.3,5.7,10.6,53.4,1.379,0.55
"Nikola Vucevic","C","chi",73,73,33.1,17.6,1.9,9.1,11,3.2,1,1,1.9,2.5,1.7,18.27,7.5,15.8,47.3,1.4,4.5,31.4,1.3,1.7,76,6.1,11.3,53.7,1.116,0.52
"Lonzo Ball","PG","chi",35,35,34.6,13,1,4.4,5.4,5.1,1.8,0.9,2.3,2.4,2.2,14.49,4.6,10.9,42.3,3.1,7.4,42.3,0.6,0.8,75,1.5,3.5,42.3,1.188,0.57
"Coby White","PG","chi",61,17,27.5,12.7,0.3,2.7,3,2.9,0.5,0.2,1.1,2.2,2.5,12.6,4.6,10.6,43.3,2.2,5.8,38.5,1.3,1.5,85.7,2.3,4.8,49.1,1.199,0.54
"Patrick Williams","PF","chi",17,9,24.8,9,1,3.1,4.1,0.9,0.5,0.5,0.9,1.6,0.9,12.76,3.2,6,52.9,0.9,1.7,51.7,1.8,2.4,73.2,2.3,4.3,53.4,1.5,0.6
