"Name","Position","Team","GP","GS","MIN","PTS","OR","DR","REB","AST","STL","BLK","TO","PF","AST/TO","PER","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","2PM","2PA","2P%","SC-EFF","SH-EFF"
"Jahmi'us Ramsey","SG","sac",19,0,7.1,3.2,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5,1.4,7.92,1.3,3.1,41.4,0.3,0.9,27.8,0.4,0.7,50,1,2.1,47.5,1.034,0.46
"Neemias Queta","C","sac",15,0,8,3,0.9,1.1,2.1,0.4,0.1,0.5,0.4,1.2,1,12.79,1.1,2.5,44.7,0,0,0,0.7,1.1,64.7,1.1,2.5,44.7,1.184,0.45
"Emmanuel Mudiay","G","sac",2,0,5.5,1.5,0,0,0,2,0.5,0,0.5,0.5,4,12.31,0,1,0,0,0,0,1.5,2,75,0,1,0,1.5,0
"Justin Robinson","F","sac",3,0,5,0.7,0,0.3,0.3,0.7,0,0,0.3,0.7,2,-13.43,0.3,2.7,12.5,0,1,0,0,0,0,0.3,1.7,20,0.25,0.13
"Robert Woodard II","SF","sac",12,0,3.5,0.6,0.4,0.5,0.9,0.3,0.1,0.1,0.1,0.3,3,2.12,0.2,1.3,12.5,0.1,0.3,25,0.2,0.2,100,0.1,1,8.3,0.438,0.16
"Ade Murkey","G","sac",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dejounte Murray","SG","sa",68,68,34.8,21.1,1.2,7.1,8.3,9.2,2,0.3,2.6,2,3.5,22.32,8.4,18.3,46.2,1.4,4.3,32.7,2.9,3.6,79.4,7,13.9,50.4,1.159,0.5
"Keldon Johnson","SF","sa",75,74,31.9,17,1.1,5,6.1,2.1,0.8,0.2,1.2,2,1.7,15.26,6.3,13.5,46.6,2.1,5.3,39.8,2.4,3.1,75.6,4.2,8.2,51,1.264,0.54
"Derrick White","PG","sa",49,48,30.3,14.4,0.5,3,3.5,5.6,1,0.9,1.8,2.4,3.1,15.79,5,11.6,42.6,1.7,5.3,31.4,2.8,3.3,86.9,3.3,6.4,51.9,1.239,0.5
"Jakob Poeltl","C","sa",68,67,29,13.5,3.9,5.5,9.3,2.8,0.7,1.7,1.6,3.1,1.7,20.85,6,9.8,61.8,0,0,100,1.4,2.8,49.5,6,9.7,61.8,1.38,0.62
"Devin Vassell","SG","sa",71,32,27.3,12.3,0.6,3.7,4.3,1.9,1.1,0.6,0.8,2,2.3,13.39,4.6,10.8,42.7,1.9,5.4,36.1,1.2,1.4,83.8,2.7,5.4,49.2,1.141,0.52
"Lonnie Walker IV","G","sa",70,6,23,12.1,0.3,2.3,2.6,2.2,0.6,0.3,1,1.4,2.1,12.41,4.4,10.9,40.7,1.6,5,31.4,1.7,2.1,78.4,2.9,5.9,48.7,1.111,0.48
"Josh Richardson","SG","sa",21,7,24.4,11.4,0.8,2.1,2.9,2.3,1,0.3,1.3,1.6,1.8,14.06,3.9,9.1,42.9,1.9,4.3,44.4,1.7,1.8,94.6,2,4.8,41.6,1.251,0.53
"Doug McDermott","SF","sa",51,51,24,11.3,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,1.5,11.47,4.2,9.1,46.2,2.1,5,42.2,0.8,1,78.4,2.1,4.1,51.2,1.243,0.58
"Bryn Forbes","SG","sa",40,1,16.9,9.1,0.1,1.5,1.6,1,0.4,0.1,0.8,1.1,1.2,12.43,3.2,7.4,43.2,1.6,3.8,41.7,1.1,1.2,89.8,1.6,3.6,44.8,1.226,0.54
"Zach Collins","PF","sa",28,4,17.9,7.8,1.6,3.8,5.5,2.2,0.5,0.8,1.6,2.4,1.4,16.48,2.7,5.5,49,0.5,1.5,34.1,1.9,2.3,80,2.2,4.1,54.4,1.406,0.54
"Thaddeus Young","PF","sa",26,1,14.2,6.1,1.5,2,3.6,2.3,0.9,0.3,1.2,1.5,2,18.65,2.8,4.9,57.8,0,0.2,0,0.4,0.8,45.5,2.8,4.7,60.2,1.234,0.58
"Tre Jones","PG","sa",69,11,16.6,6,0.4,1.8,2.2,3.4,0.6,0.1,0.7,1.1,5.1,15.01,2.4,4.9,49,0.1,0.7,19.6,1,1.3,78,2.3,4.2,54.2,1.218,0.5
"Joshua Primo","SG","sa",50,16,19.3,5.8,0.6,1.6,2.3,1.6,0.4,0.5,1.1,1.6,1.4,7.18,2,5.4,37.4,0.8,2.7,30.7,0.9,1.2,74.6,1.2,2.7,44.4,1.067,0.45
"Keita Bates-Diop","SF","sa",59,14,16.2,5.7,1.1,2.9,3.9,0.7,0.5,0.2,0.8,1,0.9,12.44,2.3,4.5,51.7,0.3,0.9,30.9,0.8,1,75.4,2,3.5,57.2,1.274,0.55
"Jock Landale","C","sa",54,1,10.9,4.9,1.2,1.4,2.6,0.8,0.2,0.3,0.6,1,1.5,16.1,1.9,3.8,49.5,0.5,1.6,32.6,0.6,0.8,82.9,1.3,2.1,62.6,1.299,0.57
"Drew Eubanks","PF","sa",49,9,12.1,4.7,1.3,2.7,4,1,0.3,0.6,0.9,1.2,1.1,16.02,1.7,3.2,52.8,0,0.2,12.5,1.2,1.6,74.7,1.7,3.1,55,1.434,0.53
"Devontae Cacok","PF","sa",15,0,8.1,3.1,0.5,2.3,2.8,0.4,0.5,0.5,0.2,1.1,2,20.22,1.4,2.1,67.7,0,0,0,0.3,0.5,57.1,1.4,2.1,67.7,1.484,0.68
"Tomas Satoransky","SG","sa",1,0,9,3,0,1,1,0,0,0,0,0,0,12.78,0,0,0,0,0,0,3,4,75,0,0,0,0,0
"Romeo Langford","SG","sa",4,0,10.8,2.8,0,1,1,0.5,0.3,0,0,0.3,Inf,8.16,1,1.8,57.1,0,0.5,0,0.8,2,37.5,1,1.3,80,1.571,0.57
"Joe Wieskamp","SF","sa",29,0,7.1,2.1,0.1,0.3,0.5,0.3,0.1,0.1,0.1,0.5,4.5,7.14,0.7,1.9,35.7,0.5,1.5,32.6,0.2,0.4,53.8,0.2,0.4,46.2,1.089,0.48
"Tyler Johnson","G","sa",3,0,17.7,2,0.7,1.3,2,1.7,0.7,0.7,0.3,1,5,5.48,0.7,3.3,20,0.7,2,33.3,0,0,0,0,1.3,0,0.6,0.3
"Juancho Hernangomez","F","sa",5,0,10.2,1.4,0.8,2.2,3,0.6,0.2,0.2,0.4,0,1.5,9.01,0.4,1.2,33.3,0,0.6,0,0.6,0.8,75,0.4,0.6,66.7,1.167,0.33
"Jaylen Morris","F","sa",3,0,5.3,0.7,0,0.7,0.7,0.7,0,0,0.3,0.7,2,-11.44,0,2,0,0,0.7,0,0.7,1.3,50,0,1.3,0,0.333,0
"Anthony Lamb","F","sa",2,0,4,0,0,0.5,0.5,1,0,0,0,0,Inf,-0.53,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Pascal Siakam","PF","tor",68,68,37.9,22.8,1.9,6.6,8.5,5.3,1.3,0.6,2.7,3.3,2,20.31,8.8,17.8,49.4,1.1,3.2,34.4,4.2,5.6,74.9,7.7,14.5,52.7,1.285,0.52
"Fred VanVleet","SG","tor",65,65,37.9,20.3,0.7,3.8,4.4,6.7,1.7,0.5,2.6,2.5,2.6,17.38,6.8,16.9,40.3,3.7,9.9,37.7,3,3.4,87.4,3.1,7,44,1.203,0.51
"Gary Trent Jr.","SG","tor",70,69,35,18.3,0.4,2.4,2.7,2,1.7,0.3,1,2.1,1.9,14.71,6.4,15.5,41.4,3,7.8,38.3,2.5,2.9,85.3,3.4,7.7,44.5,1.181,0.51
"OG Anunoby","SF","tor",48,48,36,17.1,1.5,4,5.5,2.6,1.5,0.5,1.7,2.7,1.6,14.84,6.4,14.5,44.3,2.4,6.6,36.3,1.9,2.5,75.4,4,7.9,51.1,1.179,0.53
"Scottie Barnes","SF","tor",74,74,35.4,15.3,2.6,4.9,7.5,3.5,1.1,0.7,1.8,2.6,1.9,16.37,6.2,12.6,49.2,0.8,2.6,30.1,2.1,2.9,73.5,5.4,10,54.3,1.217,0.52
"Chris Boucher","PF","tor",80,9,21.1,9.4,2.2,3.9,6.2,0.3,0.6,0.9,0.5,2.2,0.6,17.96,3.4,7.2,46.4,0.9,2.9,29.7,1.9,2.4,77.7,2.5,4.4,57.5,1.307,0.52
"Precious Achiuwa","PF","tor",73,28,23.6,9.1,2,4.5,6.5,1.1,0.5,0.6,1.2,2.1,1,12.69,3.6,8.3,43.9,0.8,2.1,35.9,1.1,1.8,59.5,2.9,6.1,46.8,1.101,0.49
"Goran Dragic","PG","tor",5,2,18,8,0.4,2.4,2.8,1.8,1,0.2,0.2,1.6,9,16.19,2.6,6.8,38.2,0.8,2.8,28.6,2,2,100,1.8,4,45,1.176,0.44
"D.J. Wilson","F","tor",4,1,13.5,7.5,0.3,3.8,4,1.3,1.3,0.3,0.5,1.5,2.5,27.92,2.8,3.8,73.3,0,0.5,0,2,2.5,80,2.8,3.3,84.6,2,0.73
"Thaddeus Young","PF","tor",26,0,18.3,6.3,1.5,2.9,4.4,1.7,1.2,0.4,0.8,1.7,2,15.88,2.6,5.5,46.5,0.7,1.7,39.5,0.5,1,48.1,1.9,3.9,49.5,1.139,0.52
"Juwan Morgan","F","tor",1,0,27,5,2,2,4,1,0,0,0,3,Inf,9.51,2,3,66.7,1,2,50,0,0,0,1,1,100,1.667,0.83
"Svi Mykhailiuk","SG","tor",56,5,12.8,4.6,0.4,1.3,1.6,0.8,0.5,0.1,0.6,1,1.4,9.64,1.6,4.2,38.9,0.7,2.4,30.6,0.6,0.7,86.5,0.9,1.8,50,1.09,0.48
"Khem Birch","C","tor",55,28,18,4.5,2.2,2.1,4.3,1,0.5,0.5,0.5,1.9,1.9,13.23,1.8,3.6,48.5,0,0.3,0,1,1.3,74.6,1.8,3.4,52.2,1.235,0.49
"Malachi Flynn","PG","tor",44,5,12.2,4.3,0.2,1.2,1.4,1.6,0.5,0.1,0.3,1,5.4,11.73,1.6,4.2,39.3,0.7,2,33.3,0.3,0.5,62.5,1,2.1,45.2,1.033,0.48
"Yuta Watanabe","SF","tor",38,4,11.7,4.3,0.5,1.9,2.4,0.6,0.3,0.4,0.5,1,1.1,11.5,1.5,3.6,40.6,0.7,2.1,34.2,0.6,1.1,60,0.8,1.6,49.2,1.181,0.5
"Tremont Waters","G","tor",2,0,21,4,0,2,2,3.5,2,0,2,1,1.8,5.11,1.5,6,25,1,4.5,22.2,0,0,0,0.5,1.5,33.3,0.667,0.33
"Dalano Banton","PG","tor",64,1,10.9,3.2,0.6,1.3,1.9,1.5,0.4,0.2,0.8,1.1,1.9,10.06,1.3,3.2,41.1,0.2,0.8,25.5,0.4,0.7,59.1,1.1,2.4,46.4,1.015,0.44
"Daniel Oturu","C","tor",3,0,9,3,0.3,1.3,1.7,0,0,0.7,0,0.3,0,13.43,1,2,50,0,0.3,0,1,1.7,60,1,1.7,60,1.5,0.5
"Armoni Brooks","SG","tor",13,3,11.8,2.6,0.6,1.1,1.7,1,0.5,0.2,0.3,1.1,3.3,8.58,0.8,2.9,28.9,0.8,2.8,27.8,0.2,0.2,100,0.1,0.2,50,0.895,0.42
"Justin Champagnie","SF","tor",36,0,7.8,2.3,1,1,2,0.3,0.2,0.1,0.2,0.9,1.4,13.58,0.9,1.9,46.3,0.3,0.8,35.7,0.3,0.3,100,0.6,1.1,53.8,1.209,0.54
"Isaac Bonga","G","tor",15,0,4.6,0.8,0.3,0.2,0.5,0.3,0.5,0.1,0.1,0.7,2,8.75,0.2,0.9,23.1,0.1,0.3,25,0.3,0.5,62.5,0.1,0.6,22.2,0.923,0.27
"Sam Dekker","F","tor",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Johnson","PG","tor",2,0,1,0,0,0,0,0,0,0,0,0,0,-19.97,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0
"Donovan Mitchell","SG","utah",67,67,33.8,25.9,0.8,3.4,4.2,5.3,1.5,0.2,3,2.4,1.8,21.64,9.2,20.5,44.8,3.5,9.8,35.5,4,4.7,85.3,5.7,10.8,53.3,1.259,0.53
"Bojan Bogdanovic","SF","utah",69,69,30.9,18.1,0.8,3.4,4.3,1.7,0.5,0,1.7,1.7,1,15.71,6.1,13.4,45.5,2.6,6.8,38.7,3.2,3.8,85.8,3.5,6.7,52.4,1.345,0.55
"Jordan Clarkson","PG","utah",79,1,27.1,16,0.8,2.6,3.5,2.5,0.8,0.2,1.6,1.9,1.5,14.96,5.9,14.1,41.9,2.4,7.6,31.8,1.8,2.2,82.8,3.5,6.5,53.5,1.137,0.5
"Rudy Gobert","C","utah",66,66,32.1,15.6,3.7,11,14.7,1.1,0.7,2.1,1.8,2.7,0.6,24.76,5.5,7.7,71.3,0,0.1,0,4.6,6.7,69,5.5,7.6,71.8,2.022,0.71
"Mike Conley","PG","utah",72,72,28.6,13.7,0.7,2.4,3,5.3,1.3,0.3,1.7,2,3.1,17.28,4.8,11,43.5,2.3,5.8,40.8,1.8,2.3,79.6,2.4,5.2,46.4,1.247,0.54
"Hassan Whiteside","C","utah",65,8,17.9,8.2,2.6,5,7.6,0.4,0.3,1.6,0.8,2.8,0.5,22.96,3.3,5.1,65.2,0,0,0,1.6,2.6,62.3,3.3,5.1,65.2,1.618,0.65
"Rudy Gay","SF","utah",55,1,18.9,8.1,1,3.4,4.4,1,0.5,0.3,0.9,1.7,1.2,13.06,2.9,6.9,41.4,1.3,3.7,34.5,1.1,1.4,78.5,1.6,3.2,49.4,1.177,0.51
"Royce O'Neale","PF","utah",77,77,31.2,7.4,0.8,3.9,4.8,2.5,1.1,0.4,1,2.4,2.4,10.31,2.6,5.8,45.7,1.5,4,38.9,0.6,0.7,80.4,1.1,1.8,60.9,1.284,0.59
"Joe Ingles","SG","utah",45,15,24.9,7.2,0.3,2.6,2.9,3.5,0.5,0.1,1,1.8,3.4,10.05,2.6,6.3,40.4,1.7,5,34.7,0.4,0.5,77.3,0.8,1.3,61.7,1.14,0.54
"Danuel House Jr.","SF","utah",25,6,19.6,6.8,0.6,2.2,2.7,1,0.6,0.5,0.6,1.4,1.7,12.52,2.2,4.9,44.7,1.4,3.3,41.5,1.1,1.6,69.2,0.8,1.6,51.2,1.39,0.59
"Juancho Hernangomez","F","utah",17,9,17.5,6.2,0.9,2.6,3.5,0.8,0.5,0.4,0.5,1.1,1.8,14.5,2.2,4.3,50.7,1.2,2.8,43.8,0.6,1.2,47.6,0.9,1.5,64,1.438,0.65
"Eric Paschall","F","utah",58,3,12.7,5.8,0.5,1.3,1.8,0.6,0.2,0.1,0.5,0.9,1.3,13.9,2,4.1,48.5,0.7,1.9,37,1.1,1.5,76.7,1.3,2.2,58.3,1.421,0.57
"Udoka Azubuike","C","utah",17,6,11.5,4.7,1.1,3.1,4.2,0,0.1,0.6,0.7,1.5,0,17.62,2.2,2.9,75.5,0,0,0,0.4,0.6,54.5,2.2,2.9,75.5,1.633,0.76
"Greg Monroe","C","utah",3,0,8.7,4,2,1,3,1,0,0.3,0,2,Inf,27.05,1.3,1.7,80,0,0,0,1.3,2.3,57.1,1.3,1.7,80,2.4,0.8
"Jared Butler","SG","utah",42,1,8.6,3.8,0.1,1,1.1,1.5,0.4,0.2,0.8,1.1,1.9,12.14,1.5,3.6,40.4,0.7,2.1,31.8,0.3,0.4,68.8,0.8,1.5,52.4,1.066,0.5
"Nickeil Alexander-Walker","SG","utah",15,2,9.9,3.5,0.1,1.5,1.5,1.1,0.3,0.3,0.5,1,2.1,10.26,1.1,3.2,33.3,0.7,2.2,30.3,0.7,0.8,91.7,0.4,1,40,1.104,0.44
"Trent Forrest","G","utah",60,6,12.8,3.3,0.4,1.3,1.7,1.8,0.5,0.1,0.8,0.7,2.2,10.89,1.3,2.6,49,0.1,0.5,18.5,0.6,0.8,79.2,1.2,2.1,55.5,1.258,0.51
"Elijah Hughes","F","utah",14,1,8,3.1,0.1,1.1,1.2,0.4,0.3,0.1,0.5,0.5,0.9,10.51,1.1,2.6,41.7,0.7,2,35.7,0.2,0.2,100,0.4,0.6,62.5,1.194,0.56
"Denzel Valentine","SG","utah",2,0,9,2.5,0,2,2,0,0.5,0,1,1.5,0,4.23,1,2,50,0.5,1.5,33.3,0,0,0,0.5,0.5,100,1.25,0.63
"Norvel Pelle","PF","utah",3,0,6.3,2,1,1,2,0,0,0.3,0.7,0.3,0,12.29,1,1.7,60,0,0,0,0,0,0,1,1.7,60,1.2,0.6
"Malik Fitts","F","utah",7,0,5,0.9,0,1.4,1.4,0,0,0,0.3,0.4,0,-1.56,0.3,1.3,22.2,0.3,0.6,50,0,0,0,0,0.7,0,0.667,0.33
"Xavier Sneed","F","utah",7,0,4.4,0.7,0.1,0.4,0.6,0.1,0,0,0,0,Inf,2.4,0.3,1.1,25,0.1,0.9,16.7,0,0,0,0.1,0.3,50,0.625,0.31
"Miye Oni","SG","utah",16,0,2.8,0.3,0.1,0.4,0.4,0.3,0,0,0.1,0.4,5,0.4,0.1,0.6,22.2,0.1,0.5,12.5,0,0.1,0,0.1,0.1,100,0.556,0.28
"Zylan Cheatham","F","utah",1,0,5,0,0,0,0,0,0,0,0,0,0,-23.75,0,3,0,0,2,0,0,0,0,0,1,0,0,0
"Bradley Beal","SG","wsh",40,40,36,23.2,1,3.8,4.7,6.6,0.9,0.4,3.4,2.4,2,17.58,8.7,19.3,45.1,1.6,5.3,30,4.2,5.1,83.3,7.1,14,50.8,1.204,0.49
"Kristaps Porzingis","C","wsh",17,17,28.2,22.1,2.2,6.6,8.8,2.9,0.7,1.5,1.6,2.9,1.8,27.79,7.2,15.2,47.5,1.7,4.6,36.7,5.9,6.8,87.1,5.5,10.6,52.2,1.452,0.53
"Kyle Kuzma","SF","wsh",66,66,33.4,17.1,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,1.4,15.21,6.4,14.2,45.2,1.9,5.7,34.1,2.4,3.3,71.2,4.5,8.5,52.6,1.207,0.52
"Montrezl Harrell","C","wsh",46,3,24.3,14.1,2.1,4.6,6.7,2.1,0.4,0.7,1.1,1.9,1.9,23.93,5.4,8.3,64.5,0.1,0.3,26.7,3.2,4.5,72.7,5.3,8,66,1.689,0.65
"Kentavious Caldwell-Pope","SG","wsh",77,77,30.2,13.2,0.5,2.9,3.4,1.9,1.1,0.3,1.3,1.8,1.5,12.6,4.7,10.8,43.5,2.1,5.3,39,1.8,2,89,2.6,5.5,48,1.228,0.53
"Spencer Dinwiddie","PG","wsh",44,44,30.2,12.6,0.8,3.9,4.7,5.8,0.6,0.2,1.7,2.4,3.5,13.25,4.2,11.2,37.6,1.6,5.1,31,2.6,3.3,81.1,2.6,6,43.2,1.13,0.45
"Rui Hachimura","PF","wsh",42,13,22.5,11.3,0.6,3.2,3.8,1.1,0.5,0.2,0.8,1.3,1.5,14.91,4.5,9.1,49.1,1.3,2.9,44.7,1.1,1.6,69.7,3.1,6.1,51.2,1.247,0.56
"Daniel Gafford","C","wsh",72,53,20.1,9.4,2.2,3.5,5.7,0.9,0.4,1.4,0.9,2.4,1,21.81,4,5.7,69.3,0,0,0,1.5,2.1,69.9,4,5.7,69.5,1.647,0.69
"Ish Smith","PG","wsh",28,0,22,8.6,0.5,2.5,3,5.2,1,0.5,1.5,1.6,3.5,15.01,4,8.8,45.7,0.5,1.5,35.7,0.1,0.2,60,3.5,7.3,47.8,0.988,0.49
"Deni Avdija","SF","wsh",82,8,24.2,8.4,0.6,4.5,5.2,2,0.7,0.5,1.1,2.3,1.9,11.62,3,7.1,43.2,1,3.2,31.7,1.3,1.7,75.7,2,3.9,52.5,1.183,0.5
"Corey Kispert","SF","wsh",77,36,23.4,8.2,0.7,2,2.7,1.1,0.5,0.3,0.6,1.2,1.7,10.96,3,6.7,45.5,1.5,4.2,35,0.7,0.8,87.1,1.6,2.5,62.9,1.233,0.56
"Raul Neto","PG","wsh",70,19,19.6,7.5,0.2,1.7,1.9,3.1,0.8,0,1.1,1.5,2.7,12.49,2.9,6.3,46.3,0.5,1.7,29.2,1.2,1.5,76.9,2.4,4.6,52.6,1.193,0.5
"Thomas Bryant","C","wsh",27,9,16.3,7.4,1,3,4,0.9,0.2,0.8,0.7,1.6,1.2,16.7,2.9,5.5,52,0.4,1.6,28.6,1.3,1.5,87.5,2.4,3.9,61.3,1.358,0.56
"Brad Wanamaker","PG","wsh",1,1,27,7,0,4,4,7,2,0,0,3,Inf,18.09,2,5,40,0,0,0,3,3,100,2,5,40,1.4,0.4
"Aaron Holiday","G","wsh",41,14,16.2,6.1,0.2,1.4,1.6,1.9,0.6,0.2,1,1.5,2,11.34,2.4,5.2,46.7,0.6,1.6,34.3,0.7,0.9,80,1.9,3.6,52.4,1.173,0.52
"Davis Bertans","SF","wsh",34,0,14.7,5.7,0.2,1.6,1.8,0.5,0.3,0.2,0.4,1.6,1.1,8.37,1.8,5,35.1,1.4,4.2,31.9,0.8,0.9,93.3,0.4,0.8,51.9,1.135,0.49
"Tomas Satoransky","SG","wsh",22,10,18.9,4.9,0.4,2.4,2.8,4.9,0.7,0.2,1,1.7,4.7,14.39,1.8,3.8,47.6,0.3,1,27.3,1,1.1,84,1.5,2.8,54.8,1.274,0.51
"Anthony Gill","PF","wsh",44,0,10.5,4.1,0.8,1.2,1.9,0.6,0.1,0.3,0.4,1.3,1.5,14.76,1.4,2.5,56.9,0.3,0.6,53.8,1,1.2,80.8,1.1,1.9,57.8,1.651,0.63
"Greg Monroe","C","wsh",2,0,9,4,3.5,1.5,5,0.5,0.5,0.5,1,1,0.5,25.19,2,4,50,0,0,0,0,0,0,2,4,50,1,0.5
"Vernon Carey Jr.","C","wsh",3,0,9,4,1.7,0.7,2.3,0,0.3,0.3,0.7,1,0,15.02,1.3,2.3,57.1,0,0,0,1.3,3.3,40,1.3,2.3,57.1,1.714,0.57
"Craig Sword","G","wsh",3,0,6.3,2,0,0,0,0.3,1.3,0,0.3,2.3,1,14.27,1,1.3,75,0,0.3,0,0,0,0,1,1,100,1.5,0.75
"Cassius Winston","PG","wsh",7,0,5.6,2,0,0.1,0.1,1,0,0,0.4,1.3,2.3,6.01,0.6,1.6,36.4,0.3,0.9,33.3,0.6,0.6,100,0.3,0.7,40,1.273,0.45
"Tremont Waters","G","wsh",1,0,8,2,0,0,0,0,1,0,0,2,0,7.32,1,2,50,0,0,0,0,0,0,1,2,50,1,0.5
"Isaiah Todd","PF","wsh",12,0,6.2,1.7,0.3,0.8,1,0.3,0.3,0.2,0.3,0.3,1,4.77,0.6,2.2,26.9,0.3,1.3,25,0.2,0.5,33.3,0.3,0.8,30,0.769,0.35
"Alize Johnson","F","wsh",3,0,6,1.3,1.7,2.3,4,0,0,0,1,0,0,5.76,0.7,2,33.3,0,0.7,0,0,0.3,0,0.7,1.3,50,0.667,0.33
"Jordan Schakel","F","wsh",4,0,7.5,1.3,0.5,1.5,2,0,0.3,0,0.3,0,0,-1.21,0.3,2.8,9.1,0.3,1.5,16.7,0.5,0.5,100,0,1.3,0,0.455,0.14
"Joel Ayayi","G","wsh",7,0,2.9,0.3,0.1,0.3,0.4,0.6,0,0,0,0,Inf,3.43,0.1,0.9,16.7,0,0.1,0,0,0,0,0.1,0.7,20,0.333,0.17
"Jordan Goodwin","G","wsh",2,0,3,0,0,0.5,0.5,0,0,0,0,0.5,0,-20.42,0,1.5,0,0,0.5,0,0,0,0,0,1,0,0,0
"Jaime Echenique","C","wsh",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
